title;url;xpath
Airpods Pro 2;https://store77.net/naushniki_apple_/besprovodnye_naushniki_apple_airpods_pro_2_usb_c_2023/;//p[@class='price_title_product']
Airpods Pro 2;https://biggeek.ru/products/apple-airpods-pro-2nd-generation-with-magsafe-charging-case-usb-c;//span[@class='total-prod-price']
Airpods Pro 2;https://metreon.ru/products/besprovodnye-naushniki-apple-airpods-pro-2-2023;//div[@class='price']
Airpods Pro 2;https://best-magazin.com/apple/naushniki-apple-airpods/airpods-pro-2-2023.html;//span[@class='update_price']
